institution_cat,industry_cat,grad_cohort,horizon,emp_instate_,emp_n_,SI_by_cohort,state
Angelo State,Utilities,2013,10,,,,TX
Angelo State,Utilities,2016,1,4,4,1,TX
Angelo State,Utilities,2016,5,7,7,1,TX
Angelo State,Utilities,2016,10,,,,TX
Angelo State,Utilities,2019,1,1,1,1,TX
Angelo State,Utilities,2019,5,,,,TX
Angelo State,Utilities,2019,10,,,,TX
Angelo State,Construction,2004,1,38,57,.66666669,TX
Angelo State,Construction,2004,5,35,49,.71428573,TX
Angelo State,Construction,2004,10,31,36,.8611111,TX
Angelo State,Construction,2007,1,33,35,.94285715,TX
Angelo State,Construction,2007,5,39,42,.9285714,TX
Angelo State,Construction,2007,10,38,51,.74509805,TX
Angelo State,Construction,2010,1,24,39,.61538464,TX
Angelo State,Construction,2010,5,38,51,.74509805,TX
Angelo State,Construction,2010,10,42,44,.95454544,TX
Angelo State,Construction,2013,1,35,40,.875,TX
Angelo State,Construction,2013,5,54,69,.78260869,TX
Angelo State,Construction,2013,10,,,,TX
Angelo State,Construction,2016,1,37,60,.61666667,TX
Angelo State,Construction,2016,5,53,83,.63855422,TX
Angelo State,Construction,2016,10,,,,TX
Angelo State,Construction,2019,1,49,50,.98000002,TX
Angelo State,Construction,2019,5,,,,TX
Angelo State,Construction,2019,10,,,,TX
Angelo State,Manufacturing,2004,1,42,75,.56,TX
Angelo State,Manufacturing,2004,5,40,55,.72727275,TX
Angelo State,Manufacturing,2004,10,54,74,.72972971,TX
Angelo State,Manufacturing,2007,1,27,38,.71052629,TX
Angelo State,Manufacturing,2007,5,36,41,.87804878,TX
Angelo State,Manufacturing,2007,10,35,52,.67307693,TX
Angelo State,Manufacturing,2010,1,31,45,.68888891,TX
Angelo State,Manufacturing,2010,5,46,70,.65714288,TX
Angelo State,Manufacturing,2010,10,48,53,.90566039,TX
Angelo State,Manufacturing,2013,1,42,51,.82352942,TX
Angelo State,Manufacturing,2013,5,64,93,.68817204,TX
Angelo State,Manufacturing,2013,10,,,,TX
Angelo State,Manufacturing,2016,1,42,60,.69999999,TX
Angelo State,Manufacturing,2016,5,65,96,.67708331,TX
Angelo State,Manufacturing,2016,10,,,,TX
Angelo State,Manufacturing,2019,1,51,68,.75,TX
Angelo State,Manufacturing,2019,5,,,,TX
Angelo State,Manufacturing,2019,10,,,,TX
Angelo State,Wholesale,2004,1,66,88,.75,TX
Angelo State,Wholesale,2004,5,82,91,.90109891,TX
Angelo State,Wholesale,2004,10,64,76,.84210527,TX
Angelo State,Wholesale,2007,1,50,56,.89285713,TX
Angelo State,Wholesale,2007,5,69,79,.87341774,TX
Angelo State,Wholesale,2007,10,57,77,.74025977,TX
Angelo State,Wholesale,2010,1,60,68,.88235295,TX
Angelo State,Wholesale,2010,5,66,82,.80487806,TX
Angelo State,Wholesale,2010,10,62,67,.92537314,TX
Angelo State,Wholesale,2013,1,69,72,.95833331,TX
Angelo State,Wholesale,2013,5,79,88,.89772725,TX
Angelo State,Wholesale,2013,10,,,,TX
