institution_cat,industry_cat,grad_cohort,horizon,emp_instate_,emp_n_,SI_by_cohort,state
Utah Valley,Information,2010,1,189,207,.9130435,UT
Utah Valley,Information,2010,5,200,249,.80321288,UT
Utah Valley,Information,2010,10,200,236,.84745765,UT
Utah Valley,Information,2013,1,315,338,.93195266,UT
Utah Valley,Information,2013,5,315,364,.86538464,UT
Utah Valley,Information,2013,10,,,,UT
Utah Valley,Information,2016,1,356,387,.91989666,UT
Utah Valley,Information,2016,5,388,434,.89400923,UT
Utah Valley,Information,2016,10,,,,UT
Utah Valley,Information,2019,1,481,504,.95436507,UT
Utah Valley,Information,2019,5,,,,UT
Utah Valley,Information,2019,10,,,,UT
Utah Valley,Management,2010,1,47,47,1,UT
Utah Valley,Management,2010,5,37,48,.77083331,UT
Utah Valley,Management,2010,10,28,42,.66666669,UT
Utah Valley,Management,2013,1,62,69,.89855075,UT
Utah Valley,Management,2013,5,56,75,.74666667,UT
Utah Valley,Management,2013,10,,,,UT
Utah Valley,Management,2016,1,64,67,.95522386,UT
Utah Valley,Management,2016,5,67,88,.76136363,UT
Utah Valley,Management,2016,10,,,,UT
Utah Valley,Management,2019,1,104,116,.89655173,UT
Utah Valley,Management,2019,5,,,,UT
Utah Valley,Management,2019,10,,,,UT
Utah Valley,Manufacturing,2010,1,187,233,.80257511,UT
Utah Valley,Manufacturing,2010,5,146,240,.60833335,UT
Utah Valley,Manufacturing,2010,10,135,239,.56485355,UT
Utah Valley,Manufacturing,2013,1,210,307,.68403912,UT
Utah Valley,Manufacturing,2013,5,217,309,.70226538,UT
Utah Valley,Manufacturing,2013,10,,,,UT
Utah Valley,Manufacturing,2016,1,263,331,.79456192,UT
Utah Valley,Manufacturing,2016,5,260,369,.70460707,UT
Utah Valley,Manufacturing,2016,10,,,,UT
Utah Valley,Manufacturing,2019,1,363,421,.8622328,UT
Utah Valley,Manufacturing,2019,5,,,,UT
Utah Valley,Manufacturing,2019,10,,,,UT
Utah Valley,Mining,2010,1,6,6,1,UT
Utah Valley,Mining,2010,5,4,4,1,UT
Utah Valley,Mining,2010,10,7,11,.63636363,UT
Utah Valley,Mining,2013,1,8,13,.61538464,UT
Utah Valley,Mining,2013,5,5,10,.5,UT
Utah Valley,Mining,2013,10,,,,UT
Utah Valley,Mining,2016,1,2,3,.66666669,UT
Utah Valley,Mining,2016,5,7,10,.69999999,UT
